config_id,issue_width,rob_size,l1d_mshrs,l1d_size,l1d_assoc,l2_size,ipc
596,8,64,4,16kB,2,2MB,0.613777
597,8,64,4,16kB,4,512kB,0.482607
598,8,64,4,16kB,4,1MB,0.540855
599,8,64,4,16kB,4,2MB,0.613918
600,8,64,4,16kB,8,512kB,0.482443
601,8,64,4,16kB,8,1MB,0.540781
602,8,64,4,16kB,8,2MB,0.613918
603,8,64,4,32kB,2,512kB,0.483354
604,8,64,4,32kB,2,1MB,0.541577
605,8,64,4,32kB,2,2MB,0.613935
606,8,64,4,32kB,4,512kB,0.483429
607,8,64,4,32kB,4,1MB,0.541598
608,8,64,4,32kB,4,2MB,0.613918
609,8,64,4,32kB,8,512kB,0.483372
610,8,64,4,32kB,8,1MB,0.541361
611,8,64,4,32kB,8,2MB,0.613918
612,8,64,4,64kB,2,512kB,0.485144
613,8,64,4,64kB,2,1MB,0.543267
614,8,64,4,64kB,2,2MB,0.613981
615,8,64,4,64kB,4,512kB,0.485171
616,8,64,4,64kB,4,1MB,0.54284
617,8,64,4,64kB,4,2MB,0.613981
618,8,64,4,64kB,8,512kB,0.484927
619,8,64,4,64kB,8,1MB,0.542886
620,8,64,4,64kB,8,2MB,0.613981
621,8,64,8,16kB,2,512kB,0.482494
622,8,64,8,16kB,2,1MB,0.540586
623,8,64,8,16kB,2,2MB,0.613777
624,8,64,8,16kB,4,512kB,0.482607
625,8,64,8,16kB,4,1MB,0.540855
626,8,64,8,16kB,4,2MB,0.613918
627,8,64,8,16kB,8,512kB,0.482443
628,8,64,8,16kB,8,1MB,0.540781
629,8,64,8,16kB,8,2MB,0.613918
630,8,64,8,32kB,2,512kB,0.483354
631,8,64,8,32kB,2,1MB,0.541577
632,8,64,8,32kB,2,2MB,0.613935
633,8,64,8,32kB,4,512kB,0.483429
634,8,64,8,32kB,4,1MB,0.541598
635,8,64,8,32kB,4,2MB,0.613918
636,8,64,8,32kB,8,512kB,0.483372
637,8,64,8,32kB,8,1MB,0.541361
638,8,64,8,32kB,8,2MB,0.613918
639,8,64,8,64kB,2,512kB,0.485146
640,8,64,8,64kB,2,1MB,0.543267
641,8,64,8,64kB,2,2MB,0.613981
642,8,64,8,64kB,4,512kB,0.485171
643,8,64,8,64kB,4,1MB,0.54284
644,8,64,8,64kB,4,2MB,0.613981
645,8,64,8,64kB,8,512kB,0.484927
646,8,64,8,64kB,8,1MB,0.542886
647,8,64,8,64kB,8,2MB,0.613981
648,8,128,2,16kB,2,512kB,0.483341
649,8,128,2,16kB,2,1MB,0.542117
650,8,128,2,16kB,2,2MB,0.61557
651,8,128,2,16kB,4,512kB,0.483208
652,8,128,2,16kB,4,1MB,0.542004
653,8,128,2,16kB,4,2MB,0.615568
654,8,128,2,16kB,8,512kB,0.483073
655,8,128,2,16kB,8,1MB,0.542106
656,8,128,2,16kB,8,2MB,0.615568
657,8,128,2,32kB,2,512kB,0.483861
658,8,128,2,32kB,2,1MB,0.542536
659,8,128,2,32kB,2,2MB,0.615568
660,8,128,2,32kB,4,512kB,0.483861
661,8,128,2,32kB,4,1MB,0.542536
662,8,128,2,32kB,4,2MB,0.615568
663,8,128,2,32kB,8,512kB,0.483773
664,8,128,2,32kB,8,1MB,0.542415
665,8,128,2,32kB,8,2MB,0.615568
666,8,128,2,64kB,2,512kB,0.48604
667,8,128,2,64kB,2,1MB,0.544532
668,8,128,2,64kB,2,2MB,0.615637
669,8,128,2,64kB,4,512kB,0.485798
670,8,128,2,64kB,4,1MB,0.544457
671,8,128,2,64kB,4,2MB,0.615613
672,8,128,2,64kB,8,512kB,0.48558
673,8,128,2,64kB,8,1MB,0.544125
674,8,128,2,64kB,8,2MB,0.615613
675,8,128,4,16kB,2,512kB,0.483732
676,8,128,4,16kB,2,1MB,0.542383
677,8,128,4,16kB,2,2MB,0.615626
678,8,128,4,16kB,4,512kB,0.48339
679,8,128,4,16kB,4,1MB,0.542383
680,8,128,4,16kB,4,2MB,0.615651
681,8,128,4,16kB,8,512kB,0.483744
682,8,128,4,16kB,8,1MB,0.542383
683,8,128,4,16kB,8,2MB,0.615624
684,8,128,4,32kB,2,512kB,0.484374
685,8,128,4,32kB,2,1MB,0.542822
686,8,128,4,32kB,2,2MB,0.615651
687,8,128,4,32kB,4,512kB,0.484366
688,8,128,4,32kB,4,1MB,0.542797
689,8,128,4,32kB,4,2MB,0.615651
690,8,128,4,32kB,8,512kB,0.484279
691,8,128,4,32kB,8,1MB,0.542786
692,8,128,4,32kB,8,2MB,0.615651
693,8,128,4,64kB,2,512kB,0.486087
694,8,128,4,64kB,2,1MB,0.544439
695,8,128,4,64kB,2,2MB,0.615734
696,8,128,4,64kB,4,512kB,0.485923
697,8,128,4,64kB,4,1MB,0.544322
698,8,128,4,64kB,4,2MB,0.615715
699,8,128,4,64kB,8,512kB,0.485628
700,8,128,4,64kB,8,1MB,0.54418
701,8,128,4,64kB,8,2MB,0.615715
702,8,128,8,16kB,2,512kB,0.48374
703,8,128,8,16kB,2,1MB,0.542393
704,8,128,8,16kB,2,2MB,0.615638
705,8,128,8,16kB,4,512kB,0.483397
706,8,128,8,16kB,4,1MB,0.542393
707,8,128,8,16kB,4,2MB,0.615663
708,8,128,8,16kB,8,512kB,0.483752
709,8,128,8,16kB,8,1MB,0.542393
710,8,128,8,16kB,8,2MB,0.615636
711,8,128,8,32kB,2,512kB,0.484382
712,8,128,8,32kB,2,1MB,0.542832
713,8,128,8,32kB,2,2MB,0.615663
714,8,128,8,32kB,4,512kB,0.484373
715,8,128,8,32kB,4,1MB,0.542806
716,8,128,8,32kB,4,2MB,0.615663
717,8,128,8,32kB,8,512kB,0.484287
718,8,128,8,32kB,8,1MB,0.542795
719,8,128,8,32kB,8,2MB,0.615663
720,8,128,8,64kB,2,512kB,0.486095
721,8,128,8,64kB,2,1MB,0.544449
722,8,128,8,64kB,2,2MB,0.615747
723,8,128,8,64kB,4,512kB,0.485931
724,8,128,8,64kB,4,1MB,0.544332
725,8,128,8,64kB,4,2MB,0.615727
726,8,128,8,64kB,8,512kB,0.485635
727,8,128,8,64kB,8,1MB,0.54419
728,8,128,8,64kB,8,2MB,0.615727
